Filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,MFCC_std_13,spec_cent_mean,spec_cent_std,spec_bw_mean,spec_bw_std,spec_rolloff_mean,spec_rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,Patient_ID
103_2b2_Ar_mc_LittC2SE_aug_5.wav,-239.1965,0.73327756,3.01231,2.4516964,2.0646641,1.5593835,1.1170853,0.819202,0.40679583,-0.66829884,-1.2019234,-1.0789074,-0.95467204,5.141896,4.057153,3.833173,3.4746811,3.3173637,2.7993603,2.7335627,3.2021923,3.1909442,3.0615752,3.2649314,3.202344,3.3332357,3944.1671871522967,70.75881966242915,2334.4606209079316,32.21330288818788,6787.96775477707,66.62153422062276,0.4852427099920382,0.031108833721280336,0.009285715,0.000400575,103
104_1b1_Al_sc_Litt3200_aug_1.wav,-209.8219,31.637783,27.726084,18.882648,11.728282,7.503953,6.7096047,8.164891,10.697597,11.968806,12.070672,11.156684,9.281213,21.906313,27.016418,18.400766,7.920441,5.933285,8.258999,8.303195,6.3306737,4.732138,4.5645247,4.5744386,4.070335,3.6112425,2412.6272396495556,604.1132729367533,2532.8692531145925,202.56447771300716,5706.658041401274,1041.1365346179086,0.08687985171178345,0.036302757130607675,0.068066984,0.040646162,104
104_1b1_Al_sc_Litt3200_aug_2.wav,-197.98805,29.820713,26.236313,18.12205,10.996218,7.395858,6.589264,7.901039,9.969251,12.055605,12.398923,10.892917,9.408092,20.80264,26.189705,17.0258,7.7648997,6.3560433,9.526976,8.453348,5.824979,4.8219714,4.30812,4.017933,4.2994003,4.7105956,2453.6438670894577,622.9326803576151,2530.465506643186,216.19088936930876,5714.52030254777,1111.6905034400188,0.08406834693471338,0.03801694219446809,0.08032367,0.052334618,104
104_1b1_Al_sc_Litt3200_aug_3.wav,-243.57123,70.74887,49.9678,23.292511,5.7911267,-0.7745031,0.10337159,3.804063,7.7897964,9.767729,10.437816,9.223986,6.997815,39.04825,44.501625,22.157291,7.1945004,14.587609,15.71529,11.34245,7.332499,6.166273,5.891767,5.3017077,5.48861,6.471929,2098.7317267390195,876.4316415263796,2253.3105666442702,507.6903151380229,4642.217356687898,2225.5295400550726,0.11569155553343949,0.04705654491996552,0.071173914,0.078377105,104
104_1b1_Al_sc_Litt3200_aug_4.wav,-453.2913,118.71812,81.72109,42.101208,15.052741,3.7989447,2.844767,5.898156,9.874988,13.66015,16.135445,16.455383,15.080554,46.702496,52.819344,23.601181,9.102701,17.48899,16.364515,11.8235855,8.49025,6.8821454,5.9241695,6.3160057,6.3859773,6.36086,127.98930988105647,67.62677566253289,341.66529543936537,91.43458718700164,221.13853503184714,188.04381068566198,0.007336659036624204,0.0053445782846901985,0.075345784,0.049675837,104
104_1b1_Al_sc_Litt3200_aug_5.wav,-541.88104,126.54936,78.62387,32.771515,7.8821983,2.6761765,6.131566,10.635705,14.3625345,16.848228,17.14818,15.411476,13.015492,53.77579,58.233284,21.832825,14.843782,19.907871,14.304302,8.783362,6.830115,6.510778,7.036516,6.849472,6.560983,7.167986,171.65293909191377,106.25892274703558,501.4187874642594,233.91341205778323,258.7579617834395,264.60638324433563,0.007112733877388535,0.005637541713743801,0.03134531,0.021523615,104
104_1b1_Ar_sc_Litt3200_aug_1.wav,-156.48239,20.227968,19.333757,15.056337,9.706213,6.4149814,5.352238,5.7202897,6.366015,7.9573,8.88974,8.700368,7.909822,15.647218,19.201256,13.479047,7.964897,5.4505816,6.005341,5.9771376,5.0662313,3.6566958,3.8812766,3.8999515,4.7705355,4.747271,3151.7502532600147,545.771935332093,2528.4282578871234,81.60198085373362,6364.848726114649,467.9776221606354,0.20964060011942676,0.08142912422447536,0.05119652,0.029954806,104
104_1b1_Ar_sc_Litt3200_aug_2.wav,-494.15146,154.60094,79.938194,16.570585,-8.221877,-6.7393613,-2.5517132,-2.5049856,0.08052194,7.091014,11.624475,9.118655,3.2805843,52.69707,52.778828,15.922978,23.844254,19.97578,14.859263,13.254667,8.486272,7.6934137,7.1780634,7.4485946,7.328772,8.819037,356.69277609910444,96.61160387165542,482.76493341246214,199.03506816307137,568.8196656050956,168.89087066115437,0.029365296576433123,0.016277929654594854,0.021308301,0.024290375,104
104_1b1_Ar_sc_Litt3200_aug_3.wav,-420.66312,151.85881,79.470825,21.71114,0.815166,2.9939392,7.0670304,8.939688,13.830327,19.503002,19.234573,12.714075,6.3169966,57.60092,51.528496,16.308895,22.756603,19.051987,15.811091,12.099048,7.611042,7.977883,7.9950204,7.6142898,8.462188,9.123736,207.29627014024365,107.26466981105564,433.1665156373391,145.5701181005015,375.1990445859873,226.34181172631835,0.011445063694267515,0.0077833543306920685,0.070499815,0.046415433,104
104_1b1_Ar_sc_Litt3200_aug_4.wav,-482.8694,154.17397,82.73159,21.349783,-3.6432686,-3.1437829,0.6932135,0.8551397,3.2328775,9.701073,13.850426,11.155048,4.9921083,51.36141,51.843037,15.983552,22.837635,19.629087,14.346201,12.997605,8.581632,7.759288,7.055281,7.1648684,7.2722445,8.832821,315.51215586134737,87.8528075643871,484.46331607904744,183.28618555558955,519.3570859872611,161.87041669158762,0.023182474124203822,0.011557285722591352,0.026455913,0.028114239,104
104_1b1_Ar_sc_Litt3200_aug_5.wav,-313.21518,65.02163,42.656853,17.808569,3.2951038,-0.95662326,1.3327076,6.106189,9.815137,11.61029,10.399523,6.473263,1.687735,33.785686,38.424202,18.120672,9.449783,13.403022,12.425892,9.982487,7.355254,6.293147,6.7001243,6.666337,6.8963017,7.609859,2262.0571279432434,883.3882257264252,2302.4522740329894,387.5310604933936,4938.644506369426,1957.193575904941,0.14723079219745222,0.06838688383598104,0.025421772,0.02669679,104
104_1b1_Ll_sc_Litt3200_aug_1.wav,-208.8627,15.495621,14.791182,10.214408,6.8078036,5.100667,4.887294,5.1758347,5.037394,4.6707296,3.9699965,3.2108045,1.9335448,17.050507,20.762093,14.023027,7.874895,5.6634083,5.681025,4.6470256,4.1220894,4.6603227,5.053369,4.9033904,4.051187,3.9293203,3559.4486547160186,566.0348802273837,2420.3499161017776,88.79035384843488,6568.968949044586,427.7993750181663,0.3874154060509554,0.10343780293529997,0.020219997,0.017440675,104
104_1b1_Ll_sc_Litt3200_aug_2.wav,-278.46994,18.915434,18.907753,15.573538,11.982342,9.995869,9.455425,8.976998,9.298094,8.989854,8.661893,7.795689,6.8609805,15.533757,19.480778,14.383821,9.810721,6.9825835,6.103601,5.526295,5.2538295,5.1999626,5.202899,4.8348184,4.7768106,4.435437,2935.92006140508,692.3716043572241,2537.5863072355405,132.6042685728358,6217.953821656051,614.0380144405312,0.1646067625398089,0.14723388160799838,0.02362873,0.015003956,104
104_1b1_Ll_sc_Litt3200_aug_3.wav,-284.75714,18.769896,19.280432,15.936292,12.466589,10.589616,9.857836,9.346603,10.053662,10.213147,10.039435,9.719255,8.281497,13.805838,17.332708,12.354481,7.872559,5.453563,4.6545033,4.4062843,3.9104881,4.124592,4.0217605,4.3763695,4.3707037,4.015489,2873.787208757473,546.8508483178834,2580.1899934538283,79.15544625996765,6221.188296178344,484.09951257628364,0.1261724970143312,0.06924256941632095,0.02234539,0.01099568,104
104_1b1_Ll_sc_Litt3200_aug_4.wav,-562.50214,132.33807,79.14193,34.761795,14.362247,11.434521,13.320344,15.153364,16.824333,17.622677,16.76105,15.094657,13.354225,46.233513,44.86266,15.852627,16.926626,16.677494,9.26947,6.928848,6.6933517,7.3438687,8.123449,6.931888,6.3874044,6.4452615,182.71270543193106,81.59169580260439,659.4260180653963,194.60443048236442,200.1890923566879,220.0707505514092,0.005629229697452229,0.0036237313235205535,0.028135804,0.015343188,104
104_1b1_Ll_sc_Litt3200_aug_5.wav,-239.74861,4.4628935,6.390741,5.1266966,3.957721,2.6433125,2.2193542,1.5936055,1.213451,1.6742835,1.7031499,1.2707374,0.9265164,7.608218,10.988829,9.24829,6.567145,4.529895,3.9622025,3.6038897,3.3363643,3.229311,3.56451,4.2716413,3.5876667,3.221281,3848.6451015784137,271.60281714163483,2367.053906782946,76.95078541143114,6746.367436305733,133.06700004251397,0.46047720939490444,0.06869674594879327,0.01021304,0.003146472,104
104_1b1_Lr_sc_Litt3200_aug_1.wav,-366.74472,96.95496,64.62052,34.834637,16.857943,10.624195,11.007474,15.154393,19.681444,21.625156,20.292986,17.368086,13.520337,40.08019,36.658695,15.871377,17.370008,15.188562,11.66001,9.165402,8.953847,8.047345,6.8925824,5.4989715,5.0677667,4.332687,101.84226917552121,80.41299466638817,277.8006540425115,118.95764923354355,160.62898089171975,175.91768099806032,0.004475393113057325,0.002471295893635236,0.1621046,0.11013028,104
104_1b1_Lr_sc_Litt3200_aug_2.wav,-362.95895,100.56822,69.43496,39.126274,19.114712,10.294095,9.153975,12.296032,16.806847,20.068247,20.455345,18.299532,15.048466,44.497032,36.361526,15.928553,16.657253,15.427761,12.105736,9.179388,8.522226,8.008204,6.912643,5.8172584,5.1716766,4.216475,110.77506749233112,95.65767078793066,362.959976658786,152.6394165294787,165.05772292993632,224.8196923880554,0.004133285230891719,0.0018668825241258276,0.1840084,0.121415325,104
104_1b1_Lr_sc_Litt3200_aug_3.wav,-512.63995,86.608215,59.123184,34.200157,16.81939,9.195172,8.22155,10.82737,14.569392,17.664135,18.16368,15.97167,13.536367,49.51511,44.207428,25.45791,18.090288,14.682536,11.5164385,8.560285,7.8115354,8.396702,8.378243,7.681109,6.925246,5.5872583,484.27739079374584,784.2772092618128,894.3457170580243,610.253034805477,905.3542993630573,1824.7457676236481,0.025219571058917197,0.051469824528986456,0.03600157,0.02918827,104
104_1b1_Lr_sc_Litt3200_aug_4.wav,-470.0431,89.648285,62.96034,36.551956,18.242804,9.971836,8.727219,11.606911,15.915672,19.080246,19.375721,17.404095,14.632343,42.353844,41.071297,22.634367,17.787512,15.374148,12.397374,9.298831,8.522087,8.736423,8.551907,7.748823,6.5663543,5.5047884,276.38816710958145,579.3138059970264,574.497448187859,512.2654556844726,513.8335987261147,1311.9266952804633,0.014884802945859872,0.03446399211808535,0.058540836,0.04344411,104
104_1b1_Lr_sc_Litt3200_aug_5.wav,-245.81534,13.393365,10.827615,5.056494,0.40264162,-1.616779,-0.9310751,0.81814086,2.9835656,3.3491008,3.2536478,2.6756315,0.912038,15.546605,16.825985,8.819209,6.031053,7.697255,8.25922,6.5139384,4.11729,3.709737,4.339842,4.233396,4.039174,3.9664946,3526.2212568679297,394.2876854793966,2455.7152950430245,64.5290735634303,6599.273487261146,260.0133471676312,0.2802734375,0.08852175958904894,0.013469836,0.0060912906,104
104_1b1_Pl_sc_Litt3200_aug_1.wav,-482.92386,180.32681,90.7761,19.92698,-7.8853326,-13.187843,-15.548626,-12.421508,-0.59200066,9.525773,8.772184,1.9359843,-2.2882836,58.3203,55.12114,15.076606,23.504822,14.203562,11.165932,10.722652,12.440055,8.242858,6.411979,7.882579,6.6120634,6.796275,375.45643900859096,79.05039575731632,479.9190758566314,222.09846768067777,563.4454617834394,107.35288957631224,0.032285653861464966,0.015023717405304336,0.03507169,0.036231324,104
104_1b1_Pl_sc_Litt3200_aug_2.wav,-178.7132,26.910566,21.881891,11.710261,3.136754,-2.4670925,-4.972994,-4.058736,-1.3048373,1.8439544,3.6132417,3.0785437,1.7120948,22.263077,27.342556,18.923637,9.980102,6.479901,9.718885,10.127827,7.9261527,5.4992332,3.7596457,4.2443295,4.3519187,3.6776154,3251.4569029670783,765.6600891041185,2419.2361336109725,98.12781762248918,6326.980493630574,675.7997679609472,0.3653463375796178,0.09608377817268897,0.03516244,0.02595466,104
104_1b1_Pl_sc_Litt3200_aug_3.wav,-169.51973,32.593777,25.117346,13.524892,3.6839957,-1.7303442,-2.3348289,-0.25229332,3.9629714,6.390562,6.1701646,3.8629525,0.4234708,24.56926,29.390144,18.357944,8.120016,8.214881,10.728314,9.005926,5.815152,3.7128146,4.1848087,4.8263707,4.0250735,4.1990194,3162.6938695397625,807.2592556626131,2412.8746290875615,117.48829244883154,6220.043789808918,818.2376071294864,0.3497742087977707,0.10234193964540694,0.040646,0.031981386,104
104_1b1_Pl_sc_Litt3200_aug_4.wav,-146.31703,60.22701,44.44166,23.467155,7.0078173,-2.4304526,-5.7535276,-3.0060935,1.7985128,6.3071003,8.712283,7.136154,4.788956,33.02451,37.750134,20.489222,7.3971634,9.076249,12.010803,11.850984,9.075982,5.6721916,4.6816516,5.087154,4.1300344,4.263647,2456.211924068642,948.5443783469713,2322.2833288507504,357.061517486508,5136.992436305733,1989.826061692259,0.2190858877388535,0.08263708466413737,0.10701607,0.10303601,104
104_1b1_Pl_sc_Litt3200_aug_5.wav,-182.49026,36.812824,29.545633,17.13248,5.708425,-1.0239539,-2.8831046,-0.44387025,3.046171,6.044526,6.625563,6.0535383,3.8998919,24.56441,29.829214,19.726439,9.5816555,7.3551264,10.153674,9.848816,7.790454,4.4711046,4.291269,4.450865,4.6751313,4.161292,3050.190427714084,847.6914706698145,2411.7153332977405,146.53383864564967,6085.290605095542,975.1209351256563,0.32968936604299365,0.10306466137207201,0.040054016,0.03299553,104
104_1b1_Pr_sc_Litt3200_aug_1.wav,-250.67645,12.261935,13.348527,10.221583,8.402203,7.5847073,7.5178027,7.4878907,8.231853,9.010288,8.868475,8.84072,7.6488,15.700442,17.856766,12.102701,7.4585724,6.6701093,6.431988,5.500405,5.2227163,5.1160827,5.9770117,5.7500396,6.04824,5.314059,3140.8188732112026,754.7422362328067,2500.701812210809,109.4770241554627,6337.281050955414,562.117108564801,0.2293522342754777,0.15223593641342903,0.03189186,0.028521648,104
104_1b1_Pr_sc_Litt3200_aug_2.wav,-203.75687,2.6826577,5.5072155,5.7467766,5.1531196,4.5875106,4.60533,4.2171197,4.5710545,4.9939537,4.7763004,4.5273747,4.227333,5.90646,6.3138204,5.400158,4.919144,4.780543,4.914894,4.322485,4.8692045,5.099947,4.7253027,4.516308,4.442964,4.1551876,3714.281773646099,257.6506166707803,2433.825607075642,101.0313671332326,6702.8761942675155,117.09431134929284,0.35318906747611467,0.13303423211022292,0.019340191,0.00697139,104
104_1b1_Pr_sc_Litt3200_aug_3.wav,-212.61261,-2.0306008,1.0248921,0.59547955,-0.33977553,-0.7691838,-0.44279227,-0.08406424,0.22074513,0.939029,0.7882446,0.547275,0.019098628,5.4202523,5.131211,3.2868032,2.8496025,3.0502474,3.2677648,2.997625,2.686442,2.678809,2.5564816,3.2540236,2.819261,2.8595254,3984.5174181777606,91.61019654708846,2314.1971897176672,31.771160764257495,6788.266321656051,67.14886448271864,0.4926820013933121,0.031156070117413805,0.012273653,0.0005819184,104
104_1b1_Pr_sc_Litt3200_aug_4.wav,-402.8451,26.818272,22.344124,14.507139,7.9107533,4.7476683,2.7906384,3.1171253,5.5121217,7.694903,8.364719,8.036047,6.9087977,25.351442,29.000807,17.359262,11.117679,8.209741,6.5552216,5.6912026,5.195553,4.4652553,5.2102227,5.586141,5.3040023,5.321406,3224.667253651834,736.0405266912751,2440.998428166773,177.4650206370881,6284.633757961784,906.2552651795929,0.3207323596735669,0.13228877477782075,0.003955545,0.0041793743,104
104_1b1_Pr_sc_Litt3200_aug_5.wav,-176.10089,6.6217437,8.955786,7.507847,5.9799266,5.858453,5.8120155,6.553012,6.1027327,5.8512554,6.280796,6.2920785,5.518351,9.304043,11.082755,8.319726,6.1460967,5.406438,5.1219697,5.122829,4.854555,4.962419,5.330169,6.1519036,5.3840294,4.6379995,3504.162239905724,471.48697211683697,2472.422955804989,131.14850737797624,6584.544187898089,231.58924185662735,0.30458797770700635,0.17612072981631113,0.0368952,0.02289719,104
105_1b1_Tc_sc_Meditron_aug_1.wav,-206.02805,53.519238,-1.6584302,-24.881292,-8.147915,8.525372,5.906005,-4.227162,-7.177871,-2.8072865,2.657771,3.226531,-0.71163124,35.831528,30.659239,7.4703326,17.964241,8.433919,5.2179985,4.001918,5.886759,6.6541357,5.023042,4.591121,4.860352,4.356669,2795.4709876426055,682.7277533734903,2295.2395504559754,118.16578796254483,5834.792993630574,690.3788834975577,0.25650315983280253,0.12251937750409081,0.019556979,0.009138574,105
105_1b1_Tc_sc_Meditron_aug_2.wav,-201.76074,97.75141,-11.941968,-42.7855,-8.792719,8.735078,-0.8174933,-8.742715,-8.867194,-6.805801,-0.4331481,2.4863849,-2.383031,55.229115,43.032013,14.225677,24.031483,7.8053555,4.828522,5.3052626,6.5863132,6.4283495,5.862807,4.9733324,4.771541,4.6586695,1874.8550137985108,746.1013667418663,1851.8042641419115,406.93275092571025,3304.7870222929937,1886.5842690079453,0.11002500497611464,0.038365471575655445,0.03915963,0.020239297,105
105_1b1_Tc_sc_Meditron_aug_3.wav,-101.27318,82.383995,2.6643455,-25.017195,-0.5197237,17.215456,11.61783,1.6092637,-0.95989317,3.2462192,8.696629,9.374706,4.6732993,46.493412,36.626423,11.434531,21.929169,8.852956,4.767053,4.229593,6.696044,6.987117,5.1147475,4.5408225,4.5428386,4.314544,2041.1568501558645,576.9569497980309,2142.9768548825373,315.47851932928154,4466.5605095541405,1377.7276079598219,0.12497200935509555,0.0291623271595122,0.09343858,0.03438382,105
